epoch,acc,fmeasure,loss,precision,recall,top_k_categorical_accuracy,val_acc,val_fmeasure,val_loss,val_precision,val_recall,val_top_k_categorical_accuracy
35,0.902616760615,0.901051195124,0.285216503662,0.917420076787,0.886386220583,0.999006293475,0.9327176781,0.933185756049,0.320980478029,0.936499560414,0.930079155673,0.990765171504
36,0.900960582974,0.903636589632,0.289754353699,0.920653687206,0.888373633654,0.999006293475,0.928759894774,0.927823602052,0.319497389832,0.931046614074,0.924802110661,0.98944591029
37,0.909241470784,0.910991579067,0.277522363452,0.927162404485,0.896323285955,0.999668764492,0.914248021108,0.91479269999,0.336771200847,0.919675839608,0.910290237467,0.993403693931
38,0.912553825849,0.913871317381,0.259656003687,0.927361873492,0.90162305407,0.999006293475,0.940633245697,0.941909910192,0.2788165884,0.943271767653,0.940633245225,0.993403693931
39,0.928453130176,0.925283200538,0.229905261262,0.937780626012,0.913878767903,0.999006293475,0.940633245383,0.939739511636,0.293214986597,0.943007915819,0.936675461741,0.996042216359
40,0.930109307718,0.931303005339,0.212569236742,0.943966114667,0.919841006956,0.999337528983,0.941952506911,0.939824628327,0.31743756952,0.941776605112,0.937994722798,0.993403693931
41,0.925803246108,0.925840481736,0.223168730012,0.936749791578,0.915866180855,0.999668764492,0.928759894774,0.931781383177,0.278017471699,0.935004397716,0.928759894302,0.997361477573
42,0.927459423848,0.928259500252,0.214064348594,0.937897346062,0.919509771428,0.998675057966,0.95382585752,0.952378892018,0.262195937382,0.953649956192,0.951187335092,0.993403693931
43,0.946339847829,0.948209172627,0.165163887736,0.956306882116,0.940708843968,0.999668764492,0.945910290237,0.945910256268,0.2940139696,0.945910290237,0.945910290237,0.994722955145
44,0.948327260682,0.948534044062,0.166705750287,0.955961450752,0.941702550513,0.999006293475,0.939313984169,0.939313945166,0.259760372395,0.939313984169,0.939313984169,0.996042216359
45,0.949983438323,0.949197692601,0.161025063758,0.95659868472,0.942365021629,0.999668764492,0.952506596306,0.952330663525,0.256869388906,0.953637391093,0.951187335092,0.996042216359
46,0.947333554256,0.949291720024,0.151550858433,0.956838436042,0.942365021629,0.999668764492,0.948548812665,0.947564293653,0.254280052881,0.950822967338,0.944591029024,0.996042216359
47,0.950977144849,0.950346449267,0.159151826504,0.958623225265,0.942696257137,0.999337528983,0.945910290552,0.945229344758,0.283225899842,0.94591029008,0.944591028866,0.996042216359
48,0.952302086882,0.951006307038,0.152335600087,0.959560876751,0.943027492646,0.999668764492,0.94327176781,0.941824797276,0.289134932166,0.943095866483,0.940633245383,0.994722955145
49,0.948989731699,0.949000375324,0.160696100674,0.956078172085,0.94236502153,0.999668764492,0.944591029024,0.943867527401,0.284905118524,0.94450307836,0.94327176781,0.996042216359
50,0.958926796953,0.958475850204,0.137558407006,0.965460023251,0.951970851275,0.999337528983,0.94327176781,0.945740020369,0.264164991593,0.948372911337,0.94327176781,0.996042216359
51,0.948327260682,0.949312685894,0.149170083349,0.955428319011,0.943689963663,0.999668764492,0.94327176781,0.943654738504,0.278622358841,0.946877748796,0.940633245383,0.996042216359
52,0.956608148394,0.955038395099,0.142338178985,0.964623320138,0.946339847632,0.999337528983,0.951187335092,0.948335986024,0.283275233249,0.950923483101,0.945910290237,0.996042216359
53,0.947333554157,0.948417682528,0.167765388964,0.957459897069,0.940046372971,0.999668764492,0.947229551451,0.949740364558,0.287289029346,0.952418645642,0.947229551451,0.996042216359
54,0.954289499933,0.953781924014,0.14936960937,0.960090853276,0.947996025154,1.0,0.951187335407,0.949782925734,0.24493178276,0.951099384271,0.948548812508,0.996042216359
55,0.947664789665,0.947409733434,0.160557134955,0.955065537699,0.94037760848,0.999006293475,0.943271768125,0.942420592723,0.290640747769,0.944327176875,0.940633245225,0.997361477573
56,0.955945677377,0.955976818286,0.134278680212,0.964302276215,0.948327260781,1.0,0.940633245697,0.938335129957,0.336859981429,0.942919964998,0.934036939157,0.996042216359
57,0.954951970851,0.954702612026,0.144912142249,0.962251770927,0.947664789665,0.999337528983,0.948548812665,0.94637837951,0.244142250514,0.948284960674,0.944591029024,0.998680738786
58,0.955945677377,0.957787982199,0.137648124245,0.964841716927,0.951308380258,0.999337528983,0.948548812665,0.943569624959,0.28809384947,0.948109059346,0.939313984169,0.996042216359
59,0.945346141106,0.947322215573,0.148524334761,0.955633370045,0.939715137463,1.0,0.951187335407,0.949782925734,0.249189194587,0.951099384271,0.948548812508,0.996042216359
60,0.95495197095,0.955237577395,0.147809401925,0.962299090203,0.94865849629,0.999337528983,0.937994722955,0.939739512894,0.266668932504,0.941600703941,0.937994722955,0.998680738786
61,0.957601854919,0.95829278359,0.134243360154,0.964775469888,0.952302086784,1.0,0.941952506911,0.943016386284,0.310958137574,0.945558487425,0.940633245225,0.996042216359
62,0.951639615767,0.951924514202,0.149360052403,0.956535592068,0.947664789665,0.999337528983,0.940633245383,0.939228831621,0.298260601381,0.940545294719,0.937994722955,0.994722955145
